,Unnamed: 0,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
300,897179,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-03,-43,-12,-29,-50,-33,16
301,897180,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-04,-43,-11,-25,-50,-33,16
302,897181,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-05,-44,-6,-25,-57,-30,17
303,897182,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-06,-44,-4,-21,-59,-8,9
304,897183,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-07,-49,-12,-26,-60,-1,8
305,897184,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-08,-43,-13,-27,-52,-29,15
306,897185,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-09,-44,-18,-34,-54,-32,15
307,897186,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-10,-41,-12,-28,-50,-31,15
308,897187,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-11,-40,-11,-25,-51,-31,16
309,897188,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-12,-40,-3,-25,-56,-28,16
310,897189,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-13,-38,-1,-16,-59,-5,8
311,897190,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-14,-43,-8,-21,-58,6,7
312,897191,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-15,-35,-3,-22,-49,-28,13
313,897192,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-16,-34,-6,-21,-51,-30,14
314,897193,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-17,-35,-6,-24,-49,-30,15
315,897194,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-18,-36,-7,-24,-47,-31,15
316,897195,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-19,-37,-1,-21,-51,-27,13
317,897196,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-20,-35,4,-14,-54,-3,7
318,897197,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-21,-42,-6,-25,-56,18,3
319,897198,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-22,-38,-11,-27,-50,-31,14
320,897199,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-23,-36,-11,-21,-50,-32,14
321,897200,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-24,-37,-8,-22,-49,-31,15
322,897201,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-25,-37,-9,-20,-48,-31,15
323,897202,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-26,-39,-3,-28,-54,-30,16
324,897203,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-27,-37,-1,-18,-57,-7,8
325,897204,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-28,-42,-11,-26,-56,6,7
326,897205,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-29,-33,-5,-26,-50,-28,13
327,897206,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-06-30,-30,-4,-26,-48,-30,13
328,897207,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-01,-29,-1,-25,-42,-30,13
329,897208,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-02,-30,-1,-20,-41,-30,13
330,897209,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-03,-33,2,-18,-44,-27,13
331,897210,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-04,-32,1,-14,-51,-5,6
332,897211,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-05,-37,-6,-19,-52,5,4
333,897212,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-06,-33,-7,-24,-43,-29,12
334,897213,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-07,-32,-8,-22,-43,-31,12
335,897214,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-08,-32,-6,-25,-42,-30,13
336,897215,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-09,-34,-9,-28,-40,-31,13
337,897216,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-10,-34,-2,-21,-47,-28,13
338,897217,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-11,-33,0,-12,-51,-5,6
339,897218,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-12,-38,-9,-19,-52,3,4
340,897219,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-13,-32,-6,-20,-43,-31,12
341,897220,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-14,-28,-5,-20,-43,-32,13
342,897221,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-15,-25,4,-22,-38,-30,13
343,897222,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-16,-26,2,-18,-38,-31,12
344,897223,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-17,-30,2,-20,-44,-29,13
345,897224,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-18,-30,2,-16,-50,-7,6
346,897225,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-19,-35,-7,-21,-47,2,4
347,897226,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-20,-30,-4,-21,-41,-29,11
348,897227,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-21,-29,-8,-20,-42,-31,12
349,897228,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-22,-32,-8,-27,-41,-30,13
350,897229,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-23,-29,-5,-17,-39,-29,12
351,897230,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-24,-33,-2,-20,-44,-26,12
352,897231,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-25,-32,-2,-14,-51,-5,5
353,897232,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-26,-36,-8,-17,-49,3,4
354,897233,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-27,-34,-10,-31,-43,-30,13
355,897234,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-28,-32,-12,-30,-45,-30,12
356,897235,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-29,-27,-6,-30,-44,-30,13
357,897236,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-30,-24,-3,-26,-38,-30,12
358,897237,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-07-31,-23,6,-19,-44,-26,11
359,897238,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-01,-23,6,-10,-45,-5,5
360,897239,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-02,-28,-2,-15,-45,3,4
361,897240,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-03,-26,-5,-28,-40,-28,11
362,897241,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-04,-23,-5,-25,-42,-29,11
363,897242,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-05,-22,-4,-24,-35,-29,11
364,897243,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-06,-23,-5,-23,-36,-29,11
365,897244,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-07,-25,-3,-20,-40,-26,11
366,897245,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-08,-25,-2,-12,-46,-5,5
367,897246,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-09,-30,-10,-23,-47,1,4
368,897247,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-10,-26,-8,-27,-37,-28,11
369,897248,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-11,-24,-11,-22,-42,-29,11
370,897249,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-12,-24,-8,-24,-37,-28,12
371,897250,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-13,-24,-7,-23,-39,-28,11
372,897251,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-14,-22,2,-21,-42,-25,11
373,897252,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-15,-21,4,-10,-44,-4,4
374,897253,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-16,-27,-7,-23,-42,1,3
375,897254,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-17,-22,-4,-22,-39,-27,10
376,897255,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-18,-24,-10,-30,-39,-28,11
377,897256,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-19,-27,-11,-37,-36,-29,13
378,897257,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-20,-19,-2,-14,-36,-28,11
379,897258,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-21,-23,-1,-18,-42,-25,11
380,897259,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-22,-21,0,-3,-47,-4,4
381,897260,MX,Mexico,Aguascalientes,,,MX-AGU,,2020-08-23,-25,-5,-14,-46,4,4
382,897261,MX,Mexico,Baja California,,,MX-BCN,,2020-02-15,7,4,8,8,3,-1
383,897262,MX,Mexico,Baja California,,,MX-BCN,,2020-02-16,11,5,10,5,1,-1
384,897263,MX,Mexico,Baja California,,,MX-BCN,,2020-02-17,7,5,7,3,9,-2
385,897264,MX,Mexico,Baja California,,,MX-BCN,,2020-02-18,0,1,9,3,10,-2
386,897265,MX,Mexico,Baja California,,,MX-BCN,,2020-02-19,1,0,2,1,8,-2
387,897266,MX,Mexico,Baja California,,,MX-BCN,,2020-02-20,0,0,3,-1,8,-2
388,897267,MX,Mexico,Baja California,,,MX-BCN,,2020-02-21,3,4,11,3,10,-3
389,897268,MX,Mexico,Baja California,,,MX-BCN,,2020-02-22,-2,-3,2,-2,1,2
390,897269,MX,Mexico,Baja California,,,MX-BCN,,2020-02-23,4,2,10,0,2,0
391,897270,MX,Mexico,Baja California,,,MX-BCN,,2020-02-24,-1,1,6,-2,12,-2
392,897271,MX,Mexico,Baja California,,,MX-BCN,,2020-02-25,-1,1,20,-2,10,-2
393,897272,MX,Mexico,Baja California,,,MX-BCN,,2020-02-26,0,0,3,-1,9,-2
394,897273,MX,Mexico,Baja California,,,MX-BCN,,2020-02-27,2,2,3,0,9,-2
395,897274,MX,Mexico,Baja California,,,MX-BCN,,2020-02-28,6,8,10,6,11,-3
396,897275,MX,Mexico,Baja California,,,MX-BCN,,2020-02-29,5,7,8,6,5,-2
397,897276,MX,Mexico,Baja California,,,MX-BCN,,2020-03-01,3,3,-10,-4,2,1
398,897277,MX,Mexico,Baja California,,,MX-BCN,,2020-03-02,-2,0,-10,-10,9,0
399,897278,MX,Mexico,Baja California,,,MX-BCN,,2020-03-03,5,7,9,-3,12,-3
400,897279,MX,Mexico,Baja California,,,MX-BCN,,2020-03-04,4,6,5,-3,11,-2
401,897280,MX,Mexico,Baja California,,,MX-BCN,,2020-03-05,4,5,7,-3,10,-3
402,897281,MX,Mexico,Baja California,,,MX-BCN,,2020-03-06,3,6,12,4,9,-3
403,897282,MX,Mexico,Baja California,,,MX-BCN,,2020-03-07,2,4,7,-1,5,-1
404,897283,MX,Mexico,Baja California,,,MX-BCN,,2020-03-08,6,3,6,-2,4,0
405,897284,MX,Mexico,Baja California,,,MX-BCN,,2020-03-09,-7,-2,-7,-6,-9,4
406,897285,MX,Mexico,Baja California,,,MX-BCN,,2020-03-10,-13,-9,-31,-8,-6,6
407,897286,MX,Mexico,Baja California,,,MX-BCN,,2020-03-11,2,5,-5,0,9,-1
408,897287,MX,Mexico,Baja California,,,MX-BCN,,2020-03-12,-3,3,-22,-3,4,2
409,897288,MX,Mexico,Baja California,,,MX-BCN,,2020-03-13,1,8,-12,2,5,1
410,897289,MX,Mexico,Baja California,,,MX-BCN,,2020-03-14,0,9,-5,-7,3,1
411,897290,MX,Mexico,Baja California,,,MX-BCN,,2020-03-15,-1,6,-2,-8,3,1
412,897291,MX,Mexico,Baja California,,,MX-BCN,,2020-03-16,-11,5,-3,-16,-49,13
413,897292,MX,Mexico,Baja California,,,MX-BCN,,2020-03-17,-3,14,-5,-2,5,0
414,897293,MX,Mexico,Baja California,,,MX-BCN,,2020-03-18,-20,1,-35,-15,-14,10
415,897294,MX,Mexico,Baja California,,,MX-BCN,,2020-03-19,-21,0,-27,-24,-16,10
416,897295,MX,Mexico,Baja California,,,MX-BCN,,2020-03-20,-23,4,-22,-27,-14,10
417,897296,MX,Mexico,Baja California,,,MX-BCN,,2020-03-21,-31,-6,-31,-35,-7,10
418,897297,MX,Mexico,Baja California,,,MX-BCN,,2020-03-22,-37,-13,-38,-40,-11,9
419,897298,MX,Mexico,Baja California,,,MX-BCN,,2020-03-23,-31,-13,-31,-38,-21,12
420,897299,MX,Mexico,Baja California,,,MX-BCN,,2020-03-24,-33,-11,-27,-43,-24,13
421,897300,MX,Mexico,Baja California,,,MX-BCN,,2020-03-25,-36,-14,-36,-45,-28,15
422,897301,MX,Mexico,Baja California,,,MX-BCN,,2020-03-26,-38,-15,-38,-45,-30,16
423,897302,MX,Mexico,Baja California,,,MX-BCN,,2020-03-27,-37,-9,-32,-50,-29,16
424,897303,MX,Mexico,Baja California,,,MX-BCN,,2020-03-28,-40,-12,-39,-52,-20,14
425,897304,MX,Mexico,Baja California,,,MX-BCN,,2020-03-29,-44,-17,-45,-56,-23,13
426,897305,MX,Mexico,Baja California,,,MX-BCN,,2020-03-30,-34,-8,-30,-47,-30,14
427,897306,MX,Mexico,Baja California,,,MX-BCN,,2020-03-31,-43,-17,-38,-48,-35,17
428,897307,MX,Mexico,Baja California,,,MX-BCN,,2020-04-01,-42,-14,-38,-49,-37,18
429,897308,MX,Mexico,Baja California,,,MX-BCN,,2020-04-02,-51,-8,-39,-50,-39,18
430,897309,MX,Mexico,Baja California,,,MX-BCN,,2020-04-03,-58,-1,-34,-51,-37,19
431,897310,MX,Mexico,Baja California,,,MX-BCN,,2020-04-04,-61,-7,-45,-54,-29,17
432,897311,MX,Mexico,Baja California,,,MX-BCN,,2020-04-05,-65,-15,-52,-55,-31,15
433,897312,MX,Mexico,Baja California,,,MX-BCN,,2020-04-06,-59,-12,-40,-55,-42,19
434,897313,MX,Mexico,Baja California,,,MX-BCN,,2020-04-07,-61,-18,-46,-58,-45,21
435,897314,MX,Mexico,Baja California,,,MX-BCN,,2020-04-08,-59,-14,-47,-58,-48,22
436,897315,MX,Mexico,Baja California,,,MX-BCN,,2020-04-09,-61,-11,-45,-61,-56,24
437,897316,MX,Mexico,Baja California,,,MX-BCN,,2020-04-10,-76,-33,-64,-74,-70,34
438,897317,MX,Mexico,Baja California,,,MX-BCN,,2020-04-11,-66,-17,-54,-67,-49,22
439,897318,MX,Mexico,Baja California,,,MX-BCN,,2020-04-12,-69,-25,-59,-64,-38,17
440,897319,MX,Mexico,Baja California,,,MX-BCN,,2020-04-13,-60,-17,-44,-60,-48,22
441,897320,MX,Mexico,Baja California,,,MX-BCN,,2020-04-14,-59,-14,-39,-60,-50,23
442,897321,MX,Mexico,Baja California,,,MX-BCN,,2020-04-15,-56,-13,-41,-60,-51,23
443,897322,MX,Mexico,Baja California,,,MX-BCN,,2020-04-16,-55,-13,-39,-62,-52,24
444,897323,MX,Mexico,Baja California,,,MX-BCN,,2020-04-17,-58,-12,-42,-63,-52,26
445,897324,MX,Mexico,Baja California,,,MX-BCN,,2020-04-18,-63,-23,-52,-65,-39,20
446,897325,MX,Mexico,Baja California,,,MX-BCN,,2020-04-19,-66,-30,-59,-64,-36,17
447,897326,MX,Mexico,Baja California,,,MX-BCN,,2020-04-20,-58,-22,-42,-60,-51,23
448,897327,MX,Mexico,Baja California,,,MX-BCN,,2020-04-21,-60,-24,-46,-63,-53,24
449,897328,MX,Mexico,Baja California,,,MX-BCN,,2020-04-22,-59,-21,-44,-63,-53,24
450,897329,MX,Mexico,Baja California,,,MX-BCN,,2020-04-23,-59,-20,-43,-62,-54,24
451,897330,MX,Mexico,Baja California,,,MX-BCN,,2020-04-24,-59,-16,-41,-61,-51,25
452,897331,MX,Mexico,Baja California,,,MX-BCN,,2020-04-25,-62,-20,-49,-66,-39,20
453,897332,MX,Mexico,Baja California,,,MX-BCN,,2020-04-26,-65,-26,-56,-65,-36,16
454,897333,MX,Mexico,Baja California,,,MX-BCN,,2020-04-27,-57,-20,-41,-61,-49,23
455,897334,MX,Mexico,Baja California,,,MX-BCN,,2020-04-28,-58,-21,-39,-64,-51,15
456,897335,MX,Mexico,Baja California,,,MX-BCN,,2020-04-29,-56,-18,-42,-63,-52,23
457,897336,MX,Mexico,Baja California,,,MX-BCN,,2020-04-30,-48,-6,-35,-56,-51,21
458,897337,MX,Mexico,Baja California,,,MX-BCN,,2020-05-01,-61,-15,-39,-67,-64,28
459,897338,MX,Mexico,Baja California,,,MX-BCN,,2020-05-02,-60,-18,-46,-63,-39,19
460,897339,MX,Mexico,Baja California,,,MX-BCN,,2020-05-03,-63,-25,-54,-65,-31,16
461,897340,MX,Mexico,Baja California,,,MX-BCN,,2020-05-04,-54,-16,-34,-58,-45,20
462,897341,MX,Mexico,Baja California,,,MX-BCN,,2020-05-05,-54,-16,-33,-61,-46,21
463,897342,MX,Mexico,Baja California,,,MX-BCN,,2020-05-06,-54,-15,-37,-60,-45,21
464,897343,MX,Mexico,Baja California,,,MX-BCN,,2020-05-07,-53,-12,-34,-58,-46,21
465,897344,MX,Mexico,Baja California,,,MX-BCN,,2020-05-08,-52,-9,-31,-58,-43,22
466,897345,MX,Mexico,Baja California,,,MX-BCN,,2020-05-09,-52,-8,-40,-60,-30,17
467,897346,MX,Mexico,Baja California,,,MX-BCN,,2020-05-10,-55,-14,-48,-64,-19,12
468,897347,MX,Mexico,Baja California,,,MX-BCN,,2020-05-11,-53,-16,-34,-57,-41,19
469,897348,MX,Mexico,Baja California,,,MX-BCN,,2020-05-12,-52,-14,-33,-58,-42,20
470,897349,MX,Mexico,Baja California,,,MX-BCN,,2020-05-13,-52,-15,-35,-61,-42,21
471,897350,MX,Mexico,Baja California,,,MX-BCN,,2020-05-14,-51,-14,-35,-58,-43,20
472,897351,MX,Mexico,Baja California,,,MX-BCN,,2020-05-15,-50,-8,-31,-55,-41,21
473,897352,MX,Mexico,Baja California,,,MX-BCN,,2020-05-16,-53,-12,-41,-58,-28,17
474,897353,MX,Mexico,Baja California,,,MX-BCN,,2020-05-17,-57,-18,-49,-60,-23,14
475,897354,MX,Mexico,Baja California,,,MX-BCN,,2020-05-18,-50,-13,-34,-56,-38,18
476,897355,MX,Mexico,Baja California,,,MX-BCN,,2020-05-19,-50,-13,-35,-56,-39,19
477,897356,MX,Mexico,Baja California,,,MX-BCN,,2020-05-20,-49,-11,-37,-55,-40,19
478,897357,MX,Mexico,Baja California,,,MX-BCN,,2020-05-21,-49,-10,-36,-55,-40,20
479,897358,MX,Mexico,Baja California,,,MX-BCN,,2020-05-22,-51,-8,-36,-54,-37,20
480,897359,MX,Mexico,Baja California,,,MX-BCN,,2020-05-23,-52,-10,-45,-56,-24,16
481,897360,MX,Mexico,Baja California,,,MX-BCN,,2020-05-24,-56,-16,-50,-58,-22,14
482,897361,MX,Mexico,Baja California,,,MX-BCN,,2020-05-25,-48,-10,-36,-53,-39,19
483,897362,MX,Mexico,Baja California,,,MX-BCN,,2020-05-26,-51,-13,-37,-54,-37,18
484,897363,MX,Mexico,Baja California,,,MX-BCN,,2020-05-27,-51,-14,-40,-56,-38,19
485,897364,MX,Mexico,Baja California,,,MX-BCN,,2020-05-28,-49,-11,-40,-54,-38,19
486,897365,MX,Mexico,Baja California,,,MX-BCN,,2020-05-29,-49,-5,-36,-53,-36,20
487,897366,MX,Mexico,Baja California,,,MX-BCN,,2020-05-30,-50,-6,-44,-50,-19,14
488,897367,MX,Mexico,Baja California,,,MX-BCN,,2020-05-31,-54,-12,-48,-54,-16,13
489,897368,MX,Mexico,Baja California,,,MX-BCN,,2020-06-01,-47,-9,-36,-43,-32,16
490,897369,MX,Mexico,Baja California,,,MX-BCN,,2020-06-02,-47,-9,-35,-43,-34,17
491,897370,MX,Mexico,Baja California,,,MX-BCN,,2020-06-03,-47,-9,-37,-44,-35,18
492,897371,MX,Mexico,Baja California,,,MX-BCN,,2020-06-04,-46,-8,-36,-44,-35,18
493,897372,MX,Mexico,Baja California,,,MX-BCN,,2020-06-05,-46,-4,-33,-44,-33,18
494,897373,MX,Mexico,Baja California,,,MX-BCN,,2020-06-06,-48,-6,-42,-43,-18,14
495,897374,MX,Mexico,Baja California,,,MX-BCN,,2020-06-07,-51,-11,-44,-45,-16,12
496,897375,MX,Mexico,Baja California,,,MX-BCN,,2020-06-08,-45,-9,-33,-44,-30,15
497,897376,MX,Mexico,Baja California,,,MX-BCN,,2020-06-09,-47,-10,-33,-45,-32,16
498,897377,MX,Mexico,Baja California,,,MX-BCN,,2020-06-10,-45,-8,-34,-45,-33,17
499,897378,MX,Mexico,Baja California,,,MX-BCN,,2020-06-11,-44,-7,-31,-45,-33,17
500,897379,MX,Mexico,Baja California,,,MX-BCN,,2020-06-12,-44,-1,-29,-41,-31,17
501,897380,MX,Mexico,Baja California,,,MX-BCN,,2020-06-13,-45,-3,-34,-42,-15,12
502,897381,MX,Mexico,Baja California,,,MX-BCN,,2020-06-14,-48,-9,-38,-40,-12,11
503,897382,MX,Mexico,Baja California,,,MX-BCN,,2020-06-15,-41,-6,-29,-40,-29,14
504,897383,MX,Mexico,Baja California,,,MX-BCN,,2020-06-16,-41,-5,-27,-38,-30,15
505,897384,MX,Mexico,Baja California,,,MX-BCN,,2020-06-17,-40,-6,-28,-40,-31,16
506,897385,MX,Mexico,Baja California,,,MX-BCN,,2020-06-18,-40,-4,-27,-39,-32,15
507,897386,MX,Mexico,Baja California,,,MX-BCN,,2020-06-19,-40,2,-23,-35,-29,14
508,897387,MX,Mexico,Baja California,,,MX-BCN,,2020-06-20,-41,2,-33,-33,-12,11
509,897388,MX,Mexico,Baja California,,,MX-BCN,,2020-06-21,-48,-6,-39,-42,-4,8
510,897389,MX,Mexico,Baja California,,,MX-BCN,,2020-06-22,-42,-8,-28,-37,-31,14
511,897390,MX,Mexico,Baja California,,,MX-BCN,,2020-06-23,-41,-6,-26,-39,-31,15
512,897391,MX,Mexico,Baja California,,,MX-BCN,,2020-06-24,-41,-7,-27,-39,-31,15
513,897392,MX,Mexico,Baja California,,,MX-BCN,,2020-06-25,-40,-6,-25,-40,-31,15
514,897393,MX,Mexico,Baja California,,,MX-BCN,,2020-06-26,-41,-1,-23,-38,-29,15
515,897394,MX,Mexico,Baja California,,,MX-BCN,,2020-06-27,-43,-4,-30,-34,-14,11
516,897395,MX,Mexico,Baja California,,,MX-BCN,,2020-06-28,-46,-10,-33,-37,-9,10
517,897396,MX,Mexico,Baja California,,,MX-BCN,,2020-06-29,-39,-7,-28,-41,-29,14
518,897397,MX,Mexico,Baja California,,,MX-BCN,,2020-06-30,-36,-3,-22,-40,-29,13
519,897398,MX,Mexico,Baja California,,,MX-BCN,,2020-07-01,-35,-4,-24,-36,-31,14
520,897399,MX,Mexico,Baja California,,,MX-BCN,,2020-07-02,-35,-2,-20,-30,-31,14
521,897400,MX,Mexico,Baja California,,,MX-BCN,,2020-07-03,-35,5,-18,-26,-30,14
522,897401,MX,Mexico,Baja California,,,MX-BCN,,2020-07-04,-41,-3,-30,-32,-14,11
523,897402,MX,Mexico,Baja California,,,MX-BCN,,2020-07-05,-45,-9,-34,-35,-10,9
524,897403,MX,Mexico,Baja California,,,MX-BCN,,2020-07-06,-38,-5,-23,-35,-30,13
525,897404,MX,Mexico,Baja California,,,MX-BCN,,2020-07-07,-37,-4,-21,-37,-31,13
526,897405,MX,Mexico,Baja California,,,MX-BCN,,2020-07-08,-37,-6,-22,-38,-30,14
527,897406,MX,Mexico,Baja California,,,MX-BCN,,2020-07-09,-37,-4,-21,-36,-31,14
528,897407,MX,Mexico,Baja California,,,MX-BCN,,2020-07-10,-38,0,-19,-35,-29,14
529,897408,MX,Mexico,Baja California,,,MX-BCN,,2020-07-11,-40,-2,-28,-33,-13,10
530,897409,MX,Mexico,Baja California,,,MX-BCN,,2020-07-12,-43,-9,-32,-33,-11,9
531,897410,MX,Mexico,Baja California,,,MX-BCN,,2020-07-13,-37,-6,-22,-38,-29,12
532,897411,MX,Mexico,Baja California,,,MX-BCN,,2020-07-14,-36,-4,-20,-38,-30,13
533,897412,MX,Mexico,Baja California,,,MX-BCN,,2020-07-15,-32,-1,-20,-38,-30,13
534,897413,MX,Mexico,Baja California,,,MX-BCN,,2020-07-16,-33,-1,-21,-36,-30,13
535,897414,MX,Mexico,Baja California,,,MX-BCN,,2020-07-17,-35,2,-19,-36,-29,13
536,897415,MX,Mexico,Baja California,,,MX-BCN,,2020-07-18,-37,0,-25,-31,-12,9
537,897416,MX,Mexico,Baja California,,,MX-BCN,,2020-07-19,-40,-6,-26,-33,-10,8
538,897417,MX,Mexico,Baja California,,,MX-BCN,,2020-07-20,-34,-4,-20,-37,-29,12
539,897418,MX,Mexico,Baja California,,,MX-BCN,,2020-07-21,-34,-3,-18,-39,-30,13
540,897419,MX,Mexico,Baja California,,,MX-BCN,,2020-07-22,-34,-5,-21,-39,-29,13
541,897420,MX,Mexico,Baja California,,,MX-BCN,,2020-07-23,-34,-3,-18,-37,-29,13
542,897421,MX,Mexico,Baja California,,,MX-BCN,,2020-07-24,-35,2,-17,-38,-27,13
543,897422,MX,Mexico,Baja California,,,MX-BCN,,2020-07-25,-36,1,-20,-35,-12,9
544,897423,MX,Mexico,Baja California,,,MX-BCN,,2020-07-26,-38,-6,-20,-35,-9,8
545,897424,MX,Mexico,Baja California,,,MX-BCN,,2020-07-27,-34,-4,-19,-36,-29,12
546,897425,MX,Mexico,Baja California,,,MX-BCN,,2020-07-28,-33,-3,-17,-39,-29,12
547,897426,MX,Mexico,Baja California,,,MX-BCN,,2020-07-29,-30,-4,-18,-38,-30,13
548,897427,MX,Mexico,Baja California,,,MX-BCN,,2020-07-30,-28,-1,-16,-35,-30,12
549,897428,MX,Mexico,Baja California,,,MX-BCN,,2020-07-31,-28,5,-13,-32,-28,12
550,897429,MX,Mexico,Baja California,,,MX-BCN,,2020-08-01,-30,2,-18,-23,-12,8
551,897430,MX,Mexico,Baja California,,,MX-BCN,,2020-08-02,-32,-5,-19,-22,-11,7
552,897431,MX,Mexico,Baja California,,,MX-BCN,,2020-08-03,-26,-1,-15,-26,-28,11
553,897432,MX,Mexico,Baja California,,,MX-BCN,,2020-08-04,-26,-1,-13,-31,-29,11
554,897433,MX,Mexico,Baja California,,,MX-BCN,,2020-08-05,-24,-1,-13,-29,-29,12
555,897434,MX,Mexico,Baja California,,,MX-BCN,,2020-08-06,-25,-1,-12,-30,-29,11
556,897435,MX,Mexico,Baja California,,,MX-BCN,,2020-08-07,-27,4,-9,-30,-27,11
557,897436,MX,Mexico,Baja California,,,MX-BCN,,2020-08-08,-28,1,-13,-25,-12,8
558,897437,MX,Mexico,Baja California,,,MX-BCN,,2020-08-09,-29,-4,-14,-20,-9,7
559,897438,MX,Mexico,Baja California,,,MX-BCN,,2020-08-10,-26,-2,-12,-29,-28,10
560,897439,MX,Mexico,Baja California,,,MX-BCN,,2020-08-11,-27,-2,-11,-33,-28,11
561,897440,MX,Mexico,Baja California,,,MX-BCN,,2020-08-12,-26,-2,-13,-30,-29,11
562,897441,MX,Mexico,Baja California,,,MX-BCN,,2020-08-13,-26,0,-13,-30,-29,11
563,897442,MX,Mexico,Baja California,,,MX-BCN,,2020-08-14,-26,7,-9,-27,-27,10
